id,timestamp,temperature,humidity,irradiance,wind_speed,source,wind_power_density,solar_energy_yield
3626,2025-09-30 23:00:00,28.27,83.0,11.16,3.46,nasa_power,25.43,0.01
3627,2025-09-30 22:00:00,28.52,86.53,16.08,1.76,nasa_power,3.34,0.01
3628,2025-09-30 21:00:00,28.18,84.16,15.51,1.76,nasa_power,3.36,0.01
3629,2025-09-30 20:00:00,28.8,86.32,8.25,3.4,nasa_power,24.09,0.01
3630,2025-09-30 19:00:00,28.33,86.14,10.79,2.16,nasa_power,6.14,0.01
3631,2025-09-30 18:00:00,28.7,87.79,15.46,2.22,nasa_power,6.66,0.01
3632,2025-09-30 17:00:00,28.77,87.3,170.23,2.31,nasa_power,7.53,0.36
3633,2025-09-30 16:00:00,29.06,82.26,226.37,1.93,nasa_power,4.42,0.47
3634,2025-09-30 15:00:00,28.98,80.99,152.92,4.33,nasa_power,49.73,0.07
3635,2025-09-30 14:00:00,30.18,62.43,180.91,3.61,nasa_power,28.78,0.17
3636,2025-09-30 13:00:00,30.68,64.34,244.54,4.36,nasa_power,50.90,0.24
3637,2025-09-30 12:00:00,30.36,61.58,340.72,2.91,nasa_power,15.07,0.52
3638,2025-09-30 11:00:00,30.34,64.11,219.78,3.74,nasa_power,32.12,0.16
3639,2025-09-30 10:00:00,30.14,62.5,198.35,3.92,nasa_power,36.97,0.14
3640,2025-09-30 09:00:00,28.82,82.64,16.76,1.81,nasa_power,3.65,0.00
3641,2025-09-30 08:00:00,28.69,85.51,90.35,3.29,nasa_power,21.74,0.05
3642,2025-09-30 07:00:00,28.89,87.52,29.4,2.01,nasa_power,4.98,0.01
3643,2025-09-30 06:00:00,28.55,81.41,0.0,2.55,nasa_power,10.17,0.00
3644,2025-09-30 05:00:00,28.09,91.4,17.18,2.84,nasa_power,14.05,0.02
3645,2025-09-30 04:00:00,27.34,90.03,2.09,1.24,nasa_power,1.17,0.00
3646,2025-09-30 03:00:00,27.36,96.25,16.86,2.46,nasa_power,9.13,0.02
3647,2025-09-30 02:00:00,27.37,93.06,18.64,1.46,nasa_power,1.91,0.02
3648,2025-09-30 01:00:00,27.41,94.92,13.12,1.07,nasa_power,0.76,0.02
3649,2025-09-30 00:00:00,27.66,89.86,18.12,1.94,nasa_power,4.47,0.02
3650,2025-09-29 23:00:00,28.13,83.39,10.66,3.19,nasa_power,19.91,0.01
3651,2025-09-29 22:00:00,28.54,82.54,19.63,1.69,nasa_power,2.97,0.02
3652,2025-09-29 21:00:00,28.54,79.88,3.61,3.32,nasa_power,22.41,0.00
3653,2025-09-29 20:00:00,28.44,83.69,0.13,1.64,nasa_power,2.70,0.00
3654,2025-09-29 19:00:00,28.93,82.9,8.54,1.83,nasa_power,3.76,0.01
3655,2025-09-29 18:00:00,28.62,88.68,15.05,1.94,nasa_power,4.48,0.02
3656,2025-09-29 17:00:00,28.49,85.36,129.89,2.18,nasa_power,6.31,0.08
3657,2025-09-29 16:00:00,28.27,86.57,132.94,2.67,nasa_power,11.62,0.07
3658,2025-09-29 15:00:00,28.4,84.97,246.06,2.61,nasa_power,10.95,0.45
3659,2025-09-29 14:00:00,30.33,61.36,197.33,4.25,nasa_power,47.04,0.15
3660,2025-09-29 13:00:00,30.22,68.32,334.12,4.09,nasa_power,42.05,0.46
3661,2025-09-29 12:00:00,30.57,62.08,334.81,3.25,nasa_power,21.00,0.42
3662,2025-09-29 11:00:00,30.56,61.67,115.74,3.78,nasa_power,33.12,0.05
3663,2025-09-29 10:00:00,30.14,69.93,218.9,4.11,nasa_power,42.37,0.19
3664,2025-09-29 09:00:00,29.34,83.78,106.05,3.15,nasa_power,19.07,0.06
3665,2025-09-29 08:00:00,28.63,80.24,61.87,2.51,nasa_power,9.72,0.04
3666,2025-09-29 07:00:00,29.02,86.13,22.35,3.28,nasa_power,21.55,0.01
3667,2025-09-29 06:00:00,28.84,86.98,26.67,1.87,nasa_power,4.01,0.01
3668,2025-09-29 05:00:00,27.34,95.37,2.7,2.71,nasa_power,12.17,0.00
3669,2025-09-29 04:00:00,27.37,96.53,7.99,2.1,nasa_power,5.70,0.01
3670,2025-09-29 03:00:00,27.75,90.35,14.24,2.27,nasa_power,7.12,0.02
3671,2025-09-29 02:00:00,27.57,88.79,10.82,1.17,nasa_power,0.98,0.01
3672,2025-09-29 01:00:00,27.66,87.55,9.95,2.28,nasa_power,7.27,0.01
3673,2025-09-29 00:00:00,27.95,90.93,3.66,2.44,nasa_power,8.94,0.00
3674,2025-09-28 23:00:00,28.96,88.92,3.79,1.99,nasa_power,4.80,0.00
3675,2025-09-28 22:00:00,28.35,82.51,14.12,1.79,nasa_power,3.50,0.01
3676,2025-09-28 21:00:00,29.04,80.67,0.57,1.97,nasa_power,4.66,0.00
3677,2025-09-28 20:00:00,29.07,79.45,8.02,1.6,nasa_power,2.51,0.01
3678,2025-09-28 19:00:00,29.0,79.14,3.54,1.67,nasa_power,2.86,0.00
3679,2025-09-28 18:00:00,28.14,85.05,3.92,1.91,nasa_power,4.27,0.01
3680,2025-09-28 17:00:00,28.35,86.34,201.87,1.71,nasa_power,3.07,0.55
3681,2025-09-28 16:00:00,28.48,79.24,175.46,3.2,nasa_power,20.00,0.16
3682,2025-09-28 15:00:00,28.68,85.21,164.72,3.04,nasa_power,17.26,0.14
3683,2025-09-28 14:00:00,30.75,67.09,226.49,2.58,nasa_power,10.47,0.24
