id,timestamp,temperature,humidity,irradiance,wind_speed,source,wind_power_density,solar_energy_yield
4346,2025-08-31 23:00:00,28.93,84.17,0.0,3.3,nasa_power,22.01,0.00
4347,2025-08-31 22:00:00,27.67,75.33,0.0,1.5,nasa_power,2.07,0.00
4348,2025-08-31 21:00:00,28.2,75.5,0.0,1.6,nasa_power,2.51,0.00
4349,2025-08-31 20:00:00,28.73,75.67,0.0,1.7,nasa_power,3.01,0.00
4350,2025-08-31 19:00:00,28.67,72.83,0.0,1.5,nasa_power,2.07,0.00
4351,2025-08-31 18:00:00,30.0,77.0,0.37,2.0,nasa_power,4.90,0.00
4352,2025-08-31 17:00:00,29.33,71.17,0.53,2.5,nasa_power,9.57,0.00
4353,2025-08-31 16:00:00,30.47,74.33,1.11,1.9,nasa_power,4.20,0.00
4354,2025-08-31 15:00:00,30.4,71.5,1.85,1.7,nasa_power,3.01,0.01
4355,2025-08-31 14:00:00,31.33,73.67,2.28,2.0,nasa_power,4.90,0.01
4356,2025-08-31 13:00:00,31.67,72.83,3.03,3.0,nasa_power,16.54,0.01
4357,2025-08-31 12:00:00,32.4,74.0,3.29,2.2,nasa_power,6.52,0.01
4358,2025-08-31 11:00:00,32.27,75.83,3.03,3.3,nasa_power,22.01,0.01
4359,2025-08-31 10:00:00,30.93,71.67,2.12,1.8,nasa_power,3.57,0.01
4360,2025-08-31 09:00:00,31.8,78.5,1.58,2.4,nasa_power,8.47,0.01
4361,2025-08-31 08:00:00,31.27,78.33,1.1,3.3,nasa_power,22.01,0.00
4362,2025-08-31 07:00:00,30.93,79.17,0.53,3.3,nasa_power,22.01,0.00
4363,2025-08-31 06:00:00,29.8,76.0,0.37,2.9,nasa_power,14.94,0.00
4364,2025-08-31 05:00:00,28.87,73.83,0.0,1.6,nasa_power,2.51,0.00
4365,2025-08-31 04:00:00,28.53,74.67,0.0,2.6,nasa_power,10.77,0.00
4366,2025-08-31 03:00:00,29.2,80.5,0.0,2.1,nasa_power,5.67,0.00
4367,2025-08-31 02:00:00,28.47,79.33,0.0,2.9,nasa_power,14.94,0.00
4368,2025-08-31 01:00:00,27.53,77.17,0.0,2.6,nasa_power,10.77,0.00
4369,2025-08-31 00:00:00,27.0,77.0,0.0,2.5,nasa_power,9.57,0.00
4370,2025-08-30 23:00:00,28.33,81.17,0.0,2.0,nasa_power,4.90,0.00
4371,2025-08-30 22:00:00,28.47,79.33,0.0,2.9,nasa_power,14.94,0.00
4372,2025-08-30 21:00:00,29.4,81.5,0.0,3.2,nasa_power,20.07,0.00
4373,2025-08-30 20:00:00,28.73,75.67,0.0,2.7,nasa_power,12.06,0.00
4374,2025-08-30 19:00:00,28.67,72.83,0.0,2.5,nasa_power,9.57,0.00
4375,2025-08-30 18:00:00,30.8,81.0,0.52,3.4,nasa_power,24.07,0.00
4376,2025-08-30 17:00:00,30.53,77.17,0.74,3.1,nasa_power,18.25,0.00
4377,2025-08-30 16:00:00,29.67,70.33,1.54,2.5,nasa_power,9.57,0.01
4378,2025-08-30 15:00:00,30.2,70.5,2.58,2.6,nasa_power,10.77,0.01
4379,2025-08-30 14:00:00,31.33,73.67,3.18,2.0,nasa_power,4.90,0.01
4380,2025-08-30 13:00:00,32.07,74.83,4.21,3.2,nasa_power,20.07,0.02
4381,2025-08-30 12:00:00,32.2,73.0,4.58,2.1,nasa_power,5.67,0.02
4382,2025-08-30 11:00:00,31.07,69.83,4.21,1.7,nasa_power,3.01,0.02
4383,2025-08-30 10:00:00,30.73,70.67,2.96,2.7,nasa_power,12.06,0.01
4384,2025-08-30 09:00:00,31.6,77.5,2.19,2.3,nasa_power,7.45,0.01
4385,2025-08-30 08:00:00,30.87,76.33,1.53,3.1,nasa_power,18.25,0.01
4386,2025-08-30 07:00:00,29.93,74.17,0.74,2.8,nasa_power,13.45,0.00
4387,2025-08-30 06:00:00,29.8,76.0,0.52,1.9,nasa_power,4.20,0.00
4388,2025-08-30 05:00:00,28.87,73.83,0.0,1.6,nasa_power,2.51,0.00
4389,2025-08-30 04:00:00,29.53,79.67,0.0,3.1,nasa_power,18.25,0.00
4390,2025-08-30 03:00:00,28.0,74.5,0.0,1.5,nasa_power,2.07,0.00
4391,2025-08-30 02:00:00,28.27,78.33,0.0,1.8,nasa_power,3.57,0.00
4392,2025-08-30 01:00:00,27.33,76.17,0.0,1.5,nasa_power,2.07,0.00
4393,2025-08-30 00:00:00,28.6,85.0,0.0,3.3,nasa_power,22.01,0.00
4394,2025-08-29 23:00:00,28.33,81.17,0.0,2.0,nasa_power,4.90,0.00
4395,2025-08-29 22:00:00,28.67,80.33,0.0,3.0,nasa_power,16.54,0.00
4396,2025-08-29 21:00:00,29.2,80.5,0.0,3.1,nasa_power,18.25,0.00
4397,2025-08-29 20:00:00,29.53,79.67,0.0,3.1,nasa_power,18.25,0.00
4398,2025-08-29 19:00:00,29.07,74.83,0.0,2.7,nasa_power,12.06,0.00
4399,2025-08-29 18:00:00,29.0,72.0,0.38,2.5,nasa_power,9.57,0.00
4400,2025-08-29 17:00:00,30.13,75.17,0.54,1.9,nasa_power,4.20,0.00
4401,2025-08-29 16:00:00,31.27,78.33,1.14,3.3,nasa_power,22.01,0.01
4402,2025-08-29 15:00:00,30.2,70.5,1.9,1.6,nasa_power,2.51,0.01
4403,2025-08-29 14:00:00,32.13,77.67,2.34,2.4,nasa_power,8.47,0.01
4404,2025-08-29 13:00:00,30.67,67.83,3.1,2.5,nasa_power,9.57,0.01
4405,2025-08-29 12:00:00,31.8,71.0,3.37,2.9,nasa_power,14.94,0.01
4406,2025-08-29 11:00:00,31.87,73.83,3.1,3.1,nasa_power,18.25,0.01
4407,2025-08-29 10:00:00,31.93,76.67,2.18,2.3,nasa_power,7.45,0.01
4408,2025-08-29 09:00:00,30.4,71.5,1.62,2.7,nasa_power,12.06,0.01
4409,2025-08-29 08:00:00,30.27,73.33,1.12,1.8,nasa_power,3.57,0.00
4410,2025-08-29 07:00:00,29.53,72.17,0.54,2.6,nasa_power,10.77,0.00
4411,2025-08-29 06:00:00,29.4,74.0,0.38,2.7,nasa_power,12.06,0.00
4412,2025-08-29 05:00:00,28.67,72.83,0.0,2.5,nasa_power,9.57,0.00
4413,2025-08-29 04:00:00,29.93,81.67,0.0,3.3,nasa_power,22.01,0.00
4414,2025-08-29 03:00:00,29.6,82.5,0.0,2.3,nasa_power,7.45,0.00
4415,2025-08-29 02:00:00,28.87,81.33,0.0,3.1,nasa_power,18.25,0.00
4416,2025-08-29 01:00:00,28.93,84.17,0.0,3.3,nasa_power,22.01,0.00
4417,2025-08-29 00:00:00,27.0,77.0,0.0,1.5,nasa_power,2.07,0.00
4418,2025-08-28 23:00:00,28.73,83.17,0.0,3.2,nasa_power,20.07,0.00
4419,2025-08-28 22:00:00,28.47,79.33,0.0,2.9,nasa_power,14.94,0.00
4420,2025-08-28 21:00:00,29.0,79.5,0.0,3.0,nasa_power,16.54,0.00
4421,2025-08-28 20:00:00,28.33,73.67,0.0,2.5,nasa_power,9.57,0.00
4422,2025-08-28 19:00:00,29.87,78.83,0.0,3.1,nasa_power,18.25,0.00
4423,2025-08-28 18:00:00,30.4,79.0,0.5,2.2,nasa_power,6.52,0.00
4424,2025-08-28 17:00:00,30.93,79.17,0.71,3.3,nasa_power,22.01,0.00
4425,2025-08-28 16:00:00,30.67,75.33,1.48,3.0,nasa_power,16.54,0.01
4426,2025-08-28 15:00:00,31.2,75.5,2.48,2.1,nasa_power,5.67,0.01
4427,2025-08-28 14:00:00,31.93,76.67,3.06,2.3,nasa_power,7.45,0.01
4428,2025-08-28 13:00:00,31.87,73.83,4.05,3.1,nasa_power,18.25,0.02
4429,2025-08-28 12:00:00,31.8,71.0,4.4,2.9,nasa_power,14.94,0.02
4430,2025-08-28 11:00:00,30.67,67.83,4.05,2.5,nasa_power,9.57,0.02
4431,2025-08-28 10:00:00,30.73,70.67,2.84,2.7,nasa_power,12.06,0.01
4432,2025-08-28 09:00:00,30.2,70.5,2.11,1.6,nasa_power,2.51,0.01
4433,2025-08-28 08:00:00,30.67,75.33,1.47,3.0,nasa_power,16.54,0.01
4434,2025-08-28 07:00:00,29.93,74.17,0.71,1.8,nasa_power,3.57,0.00
4435,2025-08-28 06:00:00,29.2,73.0,0.5,2.6,nasa_power,10.77,0.00
4436,2025-08-28 05:00:00,28.67,72.83,0.0,1.5,nasa_power,2.07,0.00
4437,2025-08-28 04:00:00,30.13,82.67,0.0,2.4,nasa_power,8.47,0.00
4438,2025-08-28 03:00:00,29.6,82.5,0.0,3.3,nasa_power,22.01,0.00
4439,2025-08-28 02:00:00,28.27,78.33,0.0,1.8,nasa_power,3.57,0.00
4440,2025-08-28 01:00:00,28.53,82.17,0.0,2.1,nasa_power,5.67,0.00
